"ACCESSION_NUMBER","SUBMISSION_TYPE","FILING_DATE","CIK","FILE_NUMBER","PERIOD","ISAMENDMENT","PROGRESSUPDATE","NATUREOFAMENDMENT","NAMEOFISSUER","LEGALSTATUSFORM","LEGALSTATUSOTHERDESC","JURISDICTIONORGANIZATION","DATEINCORPORATION","STREET1","STREET2","CITY","STATEORCOUNTRY","ZIPCODE","ISSUERWEBSITE","COMPANYNAME","COMMISSIONCIK","COMMISSIONFILENUMBER","CRDNUMBER"
"0001581437-19-000005","C",20190917,1581437,"020-25645",NA,0,"","","DIGITAL DREAM LABS, LLC","Limited Liability Company","","PA","2012-07-27","100 SOUTH COMMONS","SUITE 102","PITTSBURGH","PA","15212","https://www.digitaldreamlabs.com/","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001581437-20-000006","C",20201229,1581437,"020-27411",NA,0,"","","DIGITAL DREAM LABS, INC","Corporation","","DE","2020-11-05","100 SOUTH COMMONS","SUITE 102","PITTSBURGH","PA","15212","https://www.digitaldreamlabs.com/","Honeycomb Portal LLC",1705726,"007-00119",289015
"0001581693-22-000003","C",20220714,1581693,"020-30516",NA,0,"","","Lumenco, Inc.","Corporation","","CO","2013-04-29","3600 SOUTH HURON STREET","","ENGLEWOOD","CO","80110","http://lumencompany.com","Silicon Prairie Online LLC",1711770,"007-00123",289746
"0001587317-22-000003","C",20220302,1587317,"020-29788",NA,0,"","","HEVO Inc.","Corporation","","DE","2011-11-01","147 PRINCE ST.","","BROOKLYN","NY","11201","https://hevo.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001590498-22-000003","C",20220726,1590498,"020-30584",NA,0,"","","Slated, Inc.","Corporation","","DE","2009-12-17","6450 SUNSET BOULEVARD, 1015","","LOS ANGELES","CA","90028","https://www.slated.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001593780-17-000003","C",20171017,1593780,"020-23680",NA,0,"","","Edisun Microgrids, Inc.","Corporation","","DE","2013-04-09","130 W. Union St.","","Pasadena","CA","91103","https://www.edisun.com/","SI Securities, LLC",1603038,"008-69440",170937
"0001594240-20-000003","C",20201215,1594240,"020-27329",NA,0,"","","PO CAMPO, LLC","Limited Liability Company","","IL","2009-01-12","1177 6TH AVENUE","5TH FLOOR","NEW YORK","NY","10036","https://www.pocampo.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001595734-20-000001","C",20200406,1595734,"020-26297",NA,0,"","","1World Online, Inc.","Corporation","","CA","2011-08-03","541 Jefferson Avenue","Suite #104","Redwood City","CA","94063","www.1worldOnline.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001597895-16-000001","C",20161116,1597895,"020-23076",NA,0,"","","Traveling Spoon","Corporation",NA,"DE","2013-07-24","PO Box 40758","","SAN FRANCISCO","CA","94140","www.travelingspoon.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001598982-17-000003","C",20171117,1598982,"020-23786",NA,0,"","","True Gault, Inc.","Corporation","","DE","2014-01-31","154 Cobblestone Court","Suite 175","Victor","NY","14564","www.truegault.com","OpenDeal Inc. dba &quot;Republic&quot;",1672732,"007-00046",283874
"0001602930-18-000001","C",20180208,1602930,"020-23977",NA,0,"","","WorldViz, LLC","Corporation","","DE","2018-02-06","614 Santa Barbara Street","","SANTA BARBARA","CA","93101","http://www.worldviz.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001605652-17-000001","C",20170628,1605652,"020-23441",NA,0,"","","NestGSV, Inc.","Corporation","","CA","2012-05-23","585 Broadway Street","","REDWOOD CITY","CA","94063","www.gsvlabs.com","First Democracy VC",1683054,"007-00076",285360
"0001608695-17-000002","C",20170317,1608695,"020-23247",NA,0,"","","G. Randall & Sons, Inc.","Corporation","","CA","2014-04-08","2069 COAST BLVD","","DEL MAR","CA","92014","Randysclub.com","truCrowd, Inc",1667145,"007-00015",NA
"0001609838-16-000003","C",20160707,1609838,"020-22924",NA,0,"","","Around Labs, Inc.","Corporation",NA,"DE","2013-08-26","758 GREEN STREET","","SAN FRANCISCO","CA","94133","http://www.thebanterapp.com/","FLASHFUNDERS SECURITIES, LLC",1320303,"008-66859",134742
"0001612437-19-000002","C",20191001,1612437,"020-25684",NA,0,"","","Giddy Apps Inc.","Corporation","","DE","2011-09-27","30 EAST 20TH STREET","SUITE 7R","NEW YORK","NY","10003","https://derby.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001613899-21-000002","C",20210827,1613899,"020-28643",NA,0,"","","Koolbridge Solar, Inc.","Corporation","","NC","2013-07-26","710-B Waynick Boulevard","","WRIGHTSVILLE BEACH","NC","28480","www.koolbridgesolar.com","FOLLA CAPITAL, LLC",1786669,"008-70399",305140
"0001617350-18-000005","C",20181123,1617350,"020-24936",NA,0,"","","Banaia, Inc.","Corporation","","DE","2012-07-20","1010 WILSHIRE BLVD., SUITE 1800","","LOS ANGELES","CA","90017","www.ponderapp.co","OpenDeal Inc.",1672732,"007-00046",283874
"0001619078-21-000006","C",20210621,1619078,"020-28264",NA,0,"","","Peaberry Software Inc.","Corporation","","DE","2012-01-30","921 SW Washington St","Suite 820","Portland","OR","97205","www.customer.io","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001619790-21-000003","C",20211105,1619790,"020-29115",NA,0,"","","Cortex Automation Inc.","Corporation","","DE","2014-05-05","791 TREMONT STREET","UNIT W516","BOSTON","MA","02118","https://www.meetcortex.com/","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001620524-22-000002","C",20220902,1620524,"020-30854",NA,0,"","","NeXtGen Biologics, INC","Corporation","","DE","2014-04-29","13709 PROGRESS BLVD.","BOX 11","ALACHUA","FL","32615","https://www.nextgenbiologics.com/","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001620525-17-000002","C",20171206,1620525,"020-23837",NA,0,"","","Sickweather, Inc","Corporation","","MD","2011-01-01","2936 Ridge Road","","Windsor Mill","MD","21244","http://www.sickweather.com/","SI Securities, LLC",1603038,"008-69440",170937
"0001620626-19-000001","C",20190104,1620626,"020-25061",NA,0,"","","SpongeBath LLC","Limited Liability Company","","NY","2013-08-06","23-24 28th Street","#2R","Astoria","NY","11105","https://www.spongebath.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001620704-20-000002","C",20200521,1620704,"020-26418",NA,0,"","","MED-X, INC.","Corporation","","NV","2014-02-24","8236 REMMET AVE.","","CANOGA PARK","CA","91304","https://medx-rx.com/","truCrowd, Inc",1667145,"007-00015",283063
"0001621374-22-000003","C",20220301,1621374,"020-29787",NA,0,"","","SV TOOL Corp","Corporation","","CA","2010-12-20","400 BREEZEWOOD DR","","GEYSERVILLE","CA","95441","www.altwork.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001625242-16-000025","C",20160524,1590676,"020-22867",NA,0,NA,"","Bomboard LLC","Limited Liability Company",NA,"DE","2006-02-06","884 S. Janesville Street","SUITE E","Whitewater","WI","53190","www.bomboard.com","Venture.co Brokerage Services LLC",1625242,"008-69560",173924
"0001625242-16-000032","C",20160525,1674779,"020-22869",NA,0,NA,"","PopSLATE Media Inc","Corporation",NA,"DE","2012-10-27","1059 East Meadow Cirle","","Palo Alto","CA","94303","www.popslate.com","Venture.co Brokerage Services LLC",1625242,"008-69560",173924
"0001625242-16-000040","C",20160525,1674816,"020-22873",NA,0,NA,"","BYS Daily. Inc.","Corporation",NA,"VA","2016-05-11","8045 Fareholm Drive",NA,"Los Angeles","CA","90046","www.sydeapp.com","Venture.co Brokerage Services LLC",1625242,"008-69560",173924
"0001625242-16-000160","C",20160810,1681334,"020-22970",NA,0,"","","SecurShade INC","Corporation",NA,"DE","2016-05-15","8 LEROY RD","","WILLISTON","VT","5495","http://gordonswindowdecor.com/securshade/","VENTURE.CO BROKERAGE SERVICES LLC",1625242,"008-69560",173924
"0001630105-21-000002","C",20210617,1630105,"020-28254",NA,0,"","","Claro Analytics, Inc.","Corporation","","DE","2014-05-19","20A NORTHWEST BLVD., #272","","NASHUA","NH","03063","https://claroanalytics.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001634025-20-000001","C",20200515,1634025,"020-26408",NA,0,"","","PittMoss LLC","Limited Liability Company","","DE","2015-01-06","2603 DUSS AVENUE","","AMBRIDGE","PA","15003","www.pittmoss.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001634025-21-000001","C",20210308,1634025,"020-27757",NA,0,"","","PittMoss LLC","Limited Liability Company","","DE","2021-03-08","2603 Duss Avenue","","Ambridge","PA","15003","https://www.pittmoss.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001635417-19-000004","C",20191017,1635417,"020-25750",NA,0,"","","Kangaroo Films LLC","Limited Liability Company","","DE","2014-02-03","222 BROADWAY, 20TH FL","","NEW YORK","NY","10038","https://dreamitreel.com/","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001635926-18-000004","C",20180815,1635926,"020-24586",NA,0,"","","Because Learning","Corporation","","UT","2014-08-05","1318 East Bent Pine CV","","Draper","UT","84020","https://www.becauselearning.com/","First Democracy VC",1683054,"007-00076",285360
"0001635996-20-000001","C",20201015,1635996,"020-27047",NA,0,"","","Oak & Grist Distilling Co LLC","Limited Liability Company","","NC","2015-12-23","1556 Grovestone Rd.","","Blackstone","NC","28711","https://www.oakandgrist.com/","LOCALSTAKE MARKETPLACE LLC",1544442,"008-69063",162726
"0001637604-18-000001","C",20181114,1637604,"020-24896",NA,0,"","","PureWine Inc.","Corporation","","DE","2014-09-26","714 SADDLEBROOK DRIVE","","COLLEYVILLE","TX","76034","https://drinkpurewine.com/","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001638829-17-000001","C",20171016,1638829,"020-23673",NA,0,"","","MANCAN Wine, LLC","Limited Liability Company","","OH","2014-11-07","1455 W. 29th Street","","Cleveland","OH","44113","https://www.mancanwine.com","SI Securities, LLC",1603038,"008-69440",170937
"0001639097-19-000003","C",20190417,1639097,"020-25318",NA,0,"","","Chimani, Inc.","Corporation","","DE","2010-01-05","2 June Berry Court","","Yarmouth","ME","04096","https://www.chimani.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001640334-21-000274","C",20210204,1746611,"020-27574",NA,0,"","","TROPICAL RACING INC","Corporation","","FL","2017-03-31","1740 GRASSY SPRINGS ROAD","","VERSAILLES","KY","40383","www.tropicalracing.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001640709-17-000004","C",20170901,1640709,"020-23575",NA,0,"","","Techotel, Inc.","Corporation","","DE","2014-04-14","137 W. 25th St., 11th Fl.","","NEW YORK","NY","10001","www.bellhop.me","OpenDeal Inc.",1672732,"007-00046",283874
"0001640709-17-000008","C",20170925,1640709,"020-23610",NA,0,"","","Techotel, Inc.","Corporation","","DE","2014-04-14","137 W. 25TH ST., 11TH FL.","","NEW YORK","NY","10001","www.bellhop.me","OpenDeal Inc.",1672732,"007-00046",283874
"0001640709-21-000001","C",20210222,1640709,"020-27660",NA,0,"","","Bellhop Technologies Inc.","Corporation","","DE","2014-04-14","137 West 25th Street","","NEW YORK","NY","10001","https://www.rideobi.com","OpenDeal Portal LLC",1751525,"007-00167",283874
"0001642688-18-000002","C",20181004,1642688,"020-24757",NA,0,"","","ROBIN TECHNOLOGIES INC.","Corporation","","TX","2014-12-22","4801 Spring Valley Suite 20","","Farmers Branch","TX","75244","www.robinautopilot.com","MicroVenture Marketplace Inc.",1478147,"008-68458",152513
"0001643014-21-000005","C",20210521,1643014,"020-28132",NA,0,"","","Baby Barista Company, Inc","Corporation","","DE","2014-10-14","420 GRANITE HILLS ST","","SIMI VALLEY","CA","91365","http://mybabybarista.com","Fundify Portal, LLC",1788777,"007-00216",306519
"0001643014-21-000006","C",20210524,1840711,"020-28139",NA,0,"","","Keepsake Tales Inc","Corporation","","DE","2019-09-23","10300 ASHLAND GATE DRIVE","205","RALEIGH","NC","27617","https://mykeepsaketales.com/","Fundify Portal, LLC",1788777,"007-00216",306519
"0001644600-16-000127","C",20160516,1674213,"020-22817",NA,0,NA,"","Gigmor, Inc","Corporation",NA,"DE","2014-11-10","844 BERKELEY STREET","","SANTA MONICA","CA","90403","www.gigmor.com","StartEngine Capital LLC",1665160,"007-00007",282945
"0001644600-16-000132","C",20160516,1674439,"020-22835",NA,0,NA,"","NextRX Inc.","Corporation",NA,"NV","2015-09-01","8670 WEST CHEYENNE AVENUE","SUITE 120","LAS VEGAS","NV","89129","www.nextrx.net","StartEngine Capital LLC",1665160,"007-00007",282945
"0001644600-16-000134","C",20160516,1674207,"020-22839",NA,0,NA,"","MF Fire","Limited Liability Company",NA,"MD","2014-04-23","3413 Metzerott Rd.","","College Park","MD","20740","www.mffire.com","SI Portal, LLC",1669328,"007-00029",283382
"0001644600-16-000137","C",20160516,1674769,"020-22841",NA,0,NA,"","StartMart Cleveland, Inc.","Corporation",NA,"DE","2016-04-14","50 PUBLIC SQUARE","SUITE 200","CLEVELAND","OH","44113","www.startmart.us","SI Portal, LLC",1669328,"007-00029",283382
"0001644600-16-000146","C",20160602,1674783,"020-22879",NA,0,NA,"","Stratifund, Inc.","Corporation",NA,"DE","2016-02-10","420 NORTH 5TH STREET, SUITE 500","","MINNEAPOLIS","MN","55401","www.stratifund.com","SI Portal, LLC",1669328,"007-00029",283382
"0001644600-16-000174","C",20160808,1681078,"020-22965",NA,0,"","","SwitchPitch, LLC","Limited Liability Company",NA,"DC","2013-08-25","1000 WISCONSIN AVENUE, NW SUIT","SUITE 100","WASHINGTON","DC","20007","www.switchpitch.com","SI Portal, LLC",1669328,"007-00029",283382
"0001644600-16-000175","C",20160810,1668076,"020-22967",NA,0,"","","Primo Connect, Inc.","Corporation",NA,"DE","2015-02-05","1550 SCENIC AVE., SUITE 100","","COSTA MESA","CA","92626","www.primo.me/home","StartEngine Capital LLC",1665160,"007-00007",282945
"0001644600-16-000196","C",20161004,1685751,"020-23017",NA,0,"","","WOLFPRINT 3D INC","Corporation",NA,"DE","2016-08-18","160 Greentree Drive, Estonia Suite 101","","DOVER","DE","19904","www.Wolfprint3d.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000002","C",20170104,1478263,"020-23138",NA,0,"","","PT Motion Works, Inc.","Corporation","","DE","2009-08-13","740 E. SOLANA CIRCLE","","SOLANA BEACH","CA","92075","www.elliptigo.com","StartEngine Capital LLC",1665160,"007-00007",NA
"0001644600-17-000005","C",20170113,1693311,"020-23166",NA,0,"","","Hustle Con Media","Corporation","","DE","2014-11-25","1381 9th Ave.","","SAN FRANCISCO","CA","94122","www.thehustle.co","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000008","C",20170120,1691201,"020-23179",NA,0,"","","Swannies Footwear, LLC","Limited Liability Company","","MN","2014-10-15","4084 WILD GOOSE LANE","","WHITE BEAR LAKE","MN","55110","www.swannies.co","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000011","C",20170123,1694085,"020-23184",NA,0,"","","Seattle Monthly Bike Rental LLC","Limited Liability Company","","WA","2012-02-29","718 10TH AVENUE EAST","#1","SEATTLE","WA","98102","www.pedalanywhere.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000019","C",20170221,1691258,"020-23222",NA,0,"","","Couture Collective LLC","Limited Liability Company","","NY","2014-10-01","410 EAST 57TH STREET","SUITE 2C","NEW YORK","NY","10022","www.couturecollective.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000023","C",20170309,1695816,"020-23234",NA,0,"","","FenSens, Inc","Corporation","","DE","2016-07-20","383 E. LAUREL RD","","BELLINGHAM","WA","98226","www.fensens.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000028","C",20170313,1699828,"020-23237",NA,0,"","","Juhi LLC","Limited Liability Company","","DE","2015-12-03","164 E. 61ST STREET","GROUND FLOOR","NEW YORK","NY","10065","www.juhicenter.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000030","C",20170314,1697699,"020-23240",NA,0,"","","SEPARATE.US","Corporation","","DE","2014-10-29","4096 PIEDMONT AVENUE","#325","OAKLAND","CA","94611","www.seperate.us.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000032","C",20170328,1700829,"020-23260",NA,0,"","","Lendsnap, Inc.","Corporation","","DE","2014-08-04","2880 HELEN ST","","OAKLAND","CA","94608","www.lendsnap.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000037","C",20170403,1702109,"020-23272",NA,0,"","","Swiftmile, inc","Corporation","","DE","2015-01-02","736 Laurelwood Dr.","","SAN MATEO","CA","94403","www.swiftmile.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000040","C",20170404,1702206,"020-23274",NA,0,"","","NowRx, Inc.","Corporation","","DE","2015-02-19","2224 OLD MIDDLEFIELD WAY, SUITE J","","MOUNTAIN VIEW","NY","94043","www.nowrx.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000044","C",20170404,1698350,"020-23279",NA,0,"","","DoggyChef Inc","Corporation","","NY","2016-01-11","47 THAMES STREET","UNIT 106","BROOKLYN","NY","11237","www.doggychef.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000046","C",20170404,1702784,"020-23281",NA,0,"","","CHRGR Inc.","Corporation","","NY","2006-04-18","873 BROADWAY, SUITE 305","","NEW YORK","NY","10003","www.chrgr.co","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000050","C",20170405,1561299,"020-23284",NA,0,"","","ComHear, Inc.","Corporation","","DE","2012-10-12","3020 Callan Rd.","","San Diego","CA","92126","www.comhear.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000053","C",20170406,1690222,"020-23296",NA,0,"","","Laugh Radio","Corporation","","DE","2016-01-27","8 10TH STREET","#3506","SAN FRANCISCO","CA","94103","www.laughradio.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000059","C",20170417,1700426,"020-23317",NA,0,"","","Flickswitch LLC","Limited Liability Company","","PA","2011-01-01","957 FLEMINGTON ST.","","PITTSBURGH","PA","15217","www.usetopscore.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000091","C",20170512,1702489,"020-23368",NA,0,"","","Made on Main","Corporation","","WY","2016-07-27","PO Box 5624","","Redwood City","CA","94063","www.madeonmain.us","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000094","C",20170518,1687734,"020-23385",NA,0,"","","Crema Co.","Corporation","","DE","2015-02-13","548 Market Street","","San Francisco","CA","94104","www.crema.co","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000098","C",20170522,1698923,"020-23391",NA,0,"","","Level Therapy General Corp","Corporation","","DE","2016-09-15","605 HAIGHT ST","","SAN FRANCISCO","CA","94117","www.trylevel.com","SI SECURITIES, LLC",1603038,"008-69440",170937
"0001644600-17-000102","C",20170523,1706908,"020-23397",NA,0,"","","GeoOrbital Inc.","Corporation","","DE","2014-08-07","1 BROADWAY 14TH FLOOR","","CAMBRIDGE","MA","02142","www.geoo.com","StartEngine Capital LLC",1665160,"007-00007",NA
"0001644600-17-000105","C",20170523,1573450,"020-23400",NA,0,"","","Likeable Local Inc.","Corporation","","DE","2013-01-15","240 WEST 37TH STREET, 7TH FLOOR","","NEW YORK","NY","10018","www.likeablelocal.com","SI SECURITIES, LLC",1603038,"008-69440",170937
